time,open,high,low,close,volume
2024-04-25 07:00:00,60.17,61.69,60.1,60.43,1235700
2024-04-26 07:00:00,60.9,61.96,60.56,60.56,1698300
2024-05-02 07:00:00,61.16,61.43,60.5,61.03,932400
2024-05-03 07:00:00,61.36,62.03,60.96,61.43,1470700
2024-05-06 07:00:00,61.69,61.96,61.56,61.76,1147200
2024-05-07 07:00:00,62.03,62.49,61.69,61.69,1154200
2024-05-08 07:00:00,61.56,61.89,61.16,61.76,1246000
2024-05-09 07:00:00,61.69,62.03,61.29,61.43,606600
2024-05-10 07:00:00,61.56,61.56,60.9,61.1,823400
2024-05-13 07:00:00,61.16,61.36,60.1,60.43,1232600
2024-05-14 07:00:00,60.5,60.83,60.1,60.17,818400
2024-05-15 07:00:00,60.43,60.63,60.3,60.43,883100
2024-05-16 07:00:00,61.1,61.56,60.76,61.49,1713900
2024-05-17 07:00:00,61.49,61.49,60.9,60.96,1084700
2024-05-20 07:00:00,61.29,61.76,60.96,61.03,1043800
2024-05-21 07:00:00,61.03,61.1,60.23,60.5,1486400
2024-05-22 07:00:00,60.76,60.9,60.23,60.23,1347700
2024-05-23 07:00:00,60.23,60.76,60.1,60.43,1317500
2024-05-24 07:00:00,60.43,60.43,59.77,59.9,2241500
2024-05-27 07:00:00,60.03,60.17,59.57,59.9,1058500
2024-05-28 07:00:00,59.63,60.23,59.63,60.23,1350100
2024-05-29 07:00:00,60.3,60.43,59.63,59.63,1186300
2024-05-30 07:00:00,59.44,59.57,58.77,58.84,2356000
2024-05-31 07:00:00,58.9,59.1,57.91,57.91,3921500
2024-06-03 07:00:00,58.44,59.3,58.44,58.57,2108600
2024-06-04 07:00:00,59.04,59.24,58.64,58.9,1814600
2024-06-05 07:00:00,58.9,59.44,58.84,58.97,1882800
2024-06-06 07:00:00,59.04,59.57,58.97,59.1,1699700
2024-06-07 07:00:00,59.17,59.57,58.77,58.77,1129500
2024-06-10 07:00:00,59.04,59.24,58.37,58.44,2641600
2024-06-11 07:00:00,58.64,58.7,57.84,57.91,2252400
2024-06-12 07:00:00,58.04,59.24,57.78,58.9,2249800
2024-06-13 07:00:00,59.04,59.17,58.7,58.7,1600400
2024-06-14 07:00:00,58.77,59.17,58.11,58.11,2482100
2024-06-17 07:00:00,58.17,58.31,57.84,57.84,2293700
2024-06-18 07:00:00,58.11,58.77,57.84,57.84,1370900
2024-06-19 07:00:00,57.97,58.11,57.44,57.51,2174300
2024-06-20 07:00:00,57.51,57.51,56.85,57.11,2648800
2024-06-21 07:00:00,57.18,57.58,56.78,57.11,1808400
2024-06-24 07:00:00,57.11,58.04,56.78,56.78,2149800
2024-06-25 07:00:00,56.91,57.58,56.78,56.78,1565900
2024-06-26 07:00:00,57.04,57.31,56.58,56.58,1706900
2024-06-27 07:00:00,56.58,57.11,56.58,56.58,1423000
2024-06-28 07:00:00,57.11,57.11,56.45,56.58,1112400
2024-07-01 07:00:00,56.98,57.24,56.58,57.18,1179200
2024-07-02 07:00:00,57.58,58.97,57.24,58.57,2425200
2024-07-03 07:00:00,58.44,58.9,58.31,58.77,2250700
2024-07-04 07:00:00,58.84,59.57,58.44,58.44,3060300
2024-07-05 07:00:00,58.51,59.24,58.44,58.44,1847400
2024-07-08 07:00:00,58.44,58.9,57.91,57.91,1143800
2024-07-09 07:00:00,58.11,58.7,57.58,58.51,1549000
2024-07-10 07:00:00,58.64,59.24,58.44,58.84,1722900
2024-07-11 07:00:00,58.84,59.04,58.51,58.51,1445100
2024-07-12 07:00:00,58.57,58.84,58.17,58.17,1373400
2024-07-15 07:00:00,58.17,58.64,58.11,58.11,1172000
2024-07-16 07:00:00,58.17,58.84,58.17,58.37,1534100
2024-07-17 07:00:00,58.97,59.77,58.11,58.44,3362500
2024-07-18 07:00:00,58.64,58.97,58.37,58.44,1651700
2024-07-19 07:00:00,58.44,58.97,58.11,58.11,1323100
2024-07-22 07:00:00,58.11,58.64,57.97,58.24,1461100
2024-07-23 07:00:00,58.31,58.64,58.11,58.11,1410400
2024-07-24 07:00:00,58.04,58.51,58.04,58.11,1476700
2024-07-25 07:00:00,58.17,58.24,57.91,57.97,881000
2024-07-26 07:00:00,57.97,58.24,57.91,57.97,903300
2024-07-29 07:00:00,58.17,58.31,57.97,57.97,452800
2024-07-30 07:00:00,57.97,58.64,57.97,58.11,977800
2024-07-31 07:00:00,58.11,59.24,58.11,59.24,1863400
2024-08-01 07:00:00,59.3,60.7,59.24,60.23,4800600
2024-08-02 07:00:00,60.03,60.03,58.9,58.9,1511400
2024-08-05 07:00:00,58.77,58.77,57.71,57.71,3059700
2024-08-06 07:00:00,57.71,58.24,57.58,57.97,1653100
2024-08-07 07:00:00,58.04,58.24,57.78,58.24,713000
2024-08-08 07:00:00,58.24,58.24,57.91,57.97,961200
2024-08-09 07:00:00,58.04,58.64,58.04,58.24,1136700
2024-08-12 07:00:00,58.7,58.7,57.97,58.31,1060300
2024-08-13 07:00:00,58.17,59.44,58.17,59.44,1592900
2024-08-14 07:00:00,59.3,59.37,58.31,58.44,1492800
2024-08-15 07:00:00,58.44,58.97,58.17,58.17,921000
2024-08-16 07:00:00,58.44,59.04,58.44,58.51,1370400
2024-08-19 07:00:00,58.97,59.3,58.64,58.97,1655200
2024-08-20 07:00:00,59.04,60.3,59.04,60.3,3384300
2024-08-21 07:00:00,60.3,61.76,60.03,61.63,2745300
2024-08-22 07:00:00,61.69,61.89,61.16,61.36,1413500
2024-08-23 07:00:00,61.43,61.63,60.1,61.36,1075500
2024-08-26 07:00:00,61.16,61.49,60.83,61.1,1565800
2024-08-27 07:00:00,61.1,61.16,60.37,60.76,900600
2024-08-28 07:00:00,60.9,61.03,60.5,60.5,1031600
2024-08-29 07:00:00,60.43,61.36,60.43,60.76,1496300
2024-08-30 07:00:00,60.76,61.29,60.76,60.9,1669800
2024-09-04 07:00:00,60.5,60.5,59.97,60.43,1012700
2024-09-05 07:00:00,60.17,60.5,59.83,59.83,1184100
2024-09-06 07:00:00,59.9,60.3,59.63,59.9,784800
2024-09-09 07:00:00,59.83,59.9,59.24,59.9,702800
2024-09-10 07:00:00,59.83,59.9,59.1,59.1,1192200
2024-09-11 07:00:00,58.84,59.1,58.44,58.7,1027300
2024-09-12 07:00:00,58.77,59.83,58.7,59.44,1609600
2024-09-13 07:00:00,59.63,59.9,59.17,59.7,1624800
2024-09-16 07:00:00,59.5,59.77,58.97,59.04,727700
2024-09-17 07:00:00,59.1,60.1,58.84,60.1,970800
2024-09-18 07:00:00,60.17,61.03,59.57,60.43,1721200
2024-09-19 07:00:00,60.43,60.9,60.37,60.76,1345500
2024-09-20 07:00:00,60.96,61.1,60.17,60.17,2180400
2024-09-23 07:00:00,60.63,60.83,60.37,60.37,696500
2024-09-24 07:00:00,60.37,60.76,60.37,60.56,522400
2024-09-25 07:00:00,60.76,61.76,60.56,61.63,2602400
2024-09-26 07:00:00,61.69,62.29,61.43,61.43,1816800
2024-09-27 07:00:00,61.43,62.16,61.43,61.43,1070900
2024-09-30 07:00:00,61.43,61.43,61.1,61.1,1276900
2024-10-01 07:00:00,61.29,62.03,61.1,61.1,1724400
2024-10-02 07:00:00,61.29,61.56,60.96,61.56,1378900
2024-10-03 07:00:00,61.49,62.36,61.36,61.49,1699200
2024-10-04 07:00:00,61.43,61.63,61.29,61.29,859700
2024-10-07 07:00:00,61.29,61.43,60.96,61.1,610700
2024-10-08 07:00:00,61.1,61.1,60.43,60.76,1123100
2024-10-09 07:00:00,60.63,60.96,60.37,60.43,2175700
2024-10-10 07:00:00,61.29,61.76,60.56,61.03,1325200
2024-10-11 07:00:00,61.03,61.03,60.56,60.76,1083500
2024-10-14 07:00:00,61.23,61.23,60.63,60.7,930700
2024-10-15 07:00:00,60.63,61.16,60.63,60.7,1430600
2024-10-16 07:00:00,60.7,60.96,60.63,60.76,1293000
2024-10-17 07:00:00,61.1,61.29,60.9,61.23,1285400
2024-10-18 07:00:00,61.56,61.83,61.1,61.36,1162700
2024-10-21 07:00:00,61.43,61.96,61.1,61.1,1423100
2024-10-22 07:00:00,61.1,61.23,60.7,60.7,1259500
2024-10-23 07:00:00,60.56,60.96,60.56,60.76,749300
2024-10-24 07:00:00,61.23,61.29,60.7,60.9,755400
2024-10-25 07:00:00,61.16,61.29,60.9,60.96,996300
2024-10-28 07:00:00,60.76,61.29,60.76,61.1,1105800
2024-10-29 07:00:00,61.16,61.49,61.1,61.1,1297600
2024-10-30 07:00:00,61.1,61.36,60.83,60.9,626500
2024-10-31 07:00:00,60.76,63.09,60.76,62.16,2888900
2024-11-01 07:00:00,62.42,63.02,62.09,62.09,1729900
2024-11-04 07:00:00,62.42,63.29,61.36,61.43,1853600
2024-11-05 07:00:00,61.49,61.76,61.1,61.49,1082700
2024-11-06 07:00:00,61.63,62.03,61.63,61.69,1416800
2024-11-07 07:00:00,61.89,62.36,61.89,61.89,1418900
2024-11-08 07:00:00,62.09,62.36,61.23,61.23,1380000
2024-11-11 07:00:00,61.63,61.63,61.03,61.1,1873400
2024-11-12 07:00:00,61.1,61.89,61.03,61.03,1336300
2024-11-13 07:00:00,61.03,61.69,61.03,61.43,1331800
2024-11-14 07:00:00,61.1,61.43,61.03,61.1,1719700
2024-11-15 07:00:00,61.1,61.43,60.83,60.9,1508600
2024-11-18 07:00:00,60.9,61.29,60.37,60.43,1874900
2024-11-19 07:00:00,60.76,60.83,59.77,59.77,1577000
2024-11-20 07:00:00,59.77,60.56,59.7,59.97,1640700
2024-11-21 07:00:00,60.03,60.63,59.9,60.1,1461100
2024-11-22 07:00:00,60.43,60.63,60.17,60.17,1729700
2024-11-25 07:00:00,60.37,61.23,60.37,60.63,1814000
2024-11-26 07:00:00,60.7,61.69,60.7,61.36,1759900
2024-11-27 07:00:00,61.29,61.89,61.29,61.56,1047200
2024-11-28 07:00:00,61.83,62.09,61.43,61.49,1289900
2024-11-29 07:00:00,61.49,61.96,61.43,61.96,1010500
2024-12-02 07:00:00,63.02,63.15,62.36,62.56,1573100
2024-12-03 07:00:00,62.69,62.69,61.49,61.76,2445800
2024-12-04 07:00:00,61.63,62.36,61.43,62.09,1204400
2024-12-05 07:00:00,61.76,62.82,61.76,62.42,2333000
2024-12-06 07:00:00,62.42,63.29,62.36,62.56,1700100
2024-12-09 07:00:00,62.56,63.29,62.36,63.29,1957500
2024-12-10 07:00:00,63.29,63.29,62.76,62.76,912700
2024-12-11 07:00:00,62.76,62.96,61.89,61.96,1609700
2024-12-12 07:00:00,62.09,62.69,62.09,62.09,671500
2024-12-13 07:00:00,61.89,62.16,61.69,61.83,1227700
2024-12-16 07:00:00,61.76,61.89,61.69,61.83,1121800
2024-12-17 07:00:00,61.76,61.83,61.63,61.76,1048100
2024-12-18 07:00:00,61.76,61.96,61.76,61.83,530300
2024-12-19 07:00:00,61.63,61.63,61.23,61.36,1869700
2024-12-20 07:00:00,61.36,61.69,61.29,61.43,1245900
2024-12-23 07:00:00,61.49,61.63,61.36,61.36,707200
2024-12-24 07:00:00,61.56,61.63,61.1,61.16,1024300
2024-12-25 07:00:00,61.23,62.29,61.23,61.36,1827700
2024-12-26 07:00:00,61.43,61.63,61.1,61.16,2202900
2024-12-27 07:00:00,61.43,61.76,61.23,61.23,1639900
2024-12-30 07:00:00,61.23,61.43,61.1,61.1,1706700
2024-12-31 07:00:00,61.23,61.36,60.56,60.56,2374000
